company_size,product_category,product_subcategory,NAICS,NAICS_description,reformulation_activity,cost_type,5th Percentile,Mean,95th Percentile
Total,Fruits & vegetables,Vegetables - fresh,111219,Other Vegetable (except Potato) & Melon Farming,Consumer tests,Per Formula Costs,4432.956711536042,5886.179922002768,7322.529248962132
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,60177.19999999999,89332,131550.80000000002
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,1308.1999999999998,1942,2859.8
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,1733940,4236050,8235474
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,3510,8575,16671
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,1471787,3433286,6495432
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,6107,14246,26952
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Total Costs,3265904.2,7758668,14862456.8
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,1. Determine response to regulation,Per Formula Costs,4181.695518565942,9934.274007682458,19030.034314980796
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,81834,205206,406088
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,1779,4461,8828
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,7294404,17582448,33911124
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,14766,35592,68646
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,7467867,17148355,32187719
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,30987,71155,133559
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Total Costs,14844105,34936009,66504931
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,2. Project management,Per Formula Costs,19006.536491677336,44732.405889884765,85153.56081946223
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,256896.19999999998,574724,1065281.8
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,5584.7,12494,23158.3
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,12156203.8,26876070,49604664.2
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,24607.7,54405,100414.30000000002
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,14389555.7,31521595,57847302.3
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,59707.7,130795,240030.3
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Total Costs,26802655.700000003,58972389,108517248.30000001
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,3. Product reformulation/process modification,Per Formula Costs,34318.38117797695,75508.82074263765,138946.54071702948
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,13050.199999999999,28014,52407.799999999996
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,283.7,609,1139.3
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,984393.8,2229422,4163086.1999999997
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,1992.7000000000003,4513,8427.3
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,1026105.7,2254073,4116111.3
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,4257.7,9353,17079.3
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Total Costs,2023549.7000000002,4511509,8331605.299999999
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,4. Packaging assessment,Per Formula Costs,2590.9727272727273,5776.580025608195,10667.868501920613
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,464.6000000000001,1182.2,2371.3
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,10.100000000000001,25.7,51.550000000000004
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,260510.90000000002,588946.8,1097668
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,527.35,1192.2,2222
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,294815.3,647808,1187732.35
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,1223.3,2688,4928.35
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Total Costs,555790.8,1237937,2287771.6500000004
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,5. Packaging development,Per Formula Costs,711.6399487836109,1585.066581306018,2929.285083226633
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,138271.4,219029,334608.60000000003
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,3005.9,4761.5,7274.1
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,8353490.600000001,17926519,32500309.400000002
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,16909.9,36288.5,65790.1
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,8686363,19310366,35292281
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,36043,80126,146441
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Total Costs,17178125,37455914,68127199
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,6. Product and package performance testing,Per Formula Costs,21995.038412291935,47958.91677336748,87230.728553137
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,72312,153180,283544
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,1572,3330,6164
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,13142376,28323984,51836902
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,26604,57336,104933
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,15517267,32983260,59827768
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,64387,136860,248248
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Total Costs,28731955,61460424,111948214
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,7. Production scale-up testing,Per Formula Costs,36788.674775928295,78694.52496798975,143339.58258642766
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,10166,23414,44482
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,221,509,967
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,10516766,22659286,41461914
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,21289,45869,83931
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,13507568,29359584,53713598
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,56048,121824,222878
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Total Costs,24034500,52042284,95219994
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,8. Recordkeeping,Per Formula Costs,30774.00768245839,66635.44686299616,121920.60691421255
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Large Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Total Costs,0,0,0
Total,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Analytical tests,Per Formula Costs,0,0,0
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,0,0,0
Small Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,0,0,0
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Consumer tests,Total Costs,2333828.9,2956590,3653031.1999999997
Medium Companies,Fruits & vegetables,Vegetables - precut salad mix - fresh,311991,Perishable Prepared Food Manufacturing,Consumer tests,Per Formula Costs,4724.3499999999995,5985,7394.799999999999
